station_id,station_name,latitude,longitude,empty_slots,free_bikes,timestamp,extra.uid,extra.normal_bikes,extra.has_ebikes,extra.ebikes,extra.slots,extra.renting,extra.returning,extra.last_updated
5a34495280727a5b50b9aa41e14e9a16,Bute & Barclay,49.284893,-123.128685,10,4,2023-02-13T19:22:31.408000Z,0300,4,True,0,14,True,True,1676315629
9130f9aa3bb037a04c17e6f2630327e5,8th & Yukon,49.263962,-123.112621,9,13,2023-02-13T19:22:31.562000Z,0170,13,True,0,22,True,True,1676316011
9a48ca226f82f52d02707b054ebc7e9e,Princess & Union,49.277615,-123.091654,6,6,2023-02-13T19:22:31.532000Z,0215,6,True,0,12,True,True,1676315887
b3bb9f58d3530d33a1a09b6be9e973e0,Dunsmuir & Richards,49.282214,-123.114101,9,13,2023-02-13T19:22:31.623000Z,0012,11,True,2,22,True,True,1676315570
c2f4e05c01ea0d27934ac7dbc50cbd0c,5th & Main,49.266456,-123.100324,7,13,2023-02-13T19:22:31.528000Z,0198,12,True,1,20,True,True,1676315991
9a5478470b56379c31cf4e671584d5cc,3rd & Quebec,49.268216,-123.103168,2,17,2023-02-13T19:22:31.510000Z,0119,17,True,0,20,True,True,1676315987
257715b845828e027ff35dd0f11c971e,Richards & Cordova,49.284554,-123.111031,8,16,2023-02-13T19:22:31.418000Z,0124,14,True,2,24,True,True,1676315836
910027847876403b57f1013c16504688,Richards & Robson,49.280216,-123.117639,11,11,2023-02-13T19:22:31.430000Z,0129,9,True,2,22,True,True,1676315822
06487275cd19694152824c7c3088e8ff,Olympic Village Station,49.266314,-123.116011,10,16,2023-02-13T19:22:31.593000Z,0006,15,True,1,26,True,True,1676316119
b428c0e64d9b9fdb3bf8e85c95ffdf6b,Campbell & Hastings,49.280852,-123.084746,6,8,2023-02-13T19:22:31.511000Z,0227,7,True,1,14,True,True,1676315658
d085c6749a32517e1fb0d070e4128402,Cardero & Davie,49.285512,-123.1384,15,3,2023-02-13T19:22:31.427000Z,0040,3,True,0,18,True,True,1676316075
a6aec7b8c25da4c02829cd7839b8933d,Aquatic Centre,49.27821,-123.136972,12,22,2023-02-13T19:22:31.676000Z,0083,22,True,0,35,True,True,1676315759
c924f6a41b130fad49cfae47271314bc,Beach & Broughton,49.281301,-123.139108,6,16,2023-02-13T19:22:31.672000Z,0084,15,True,1,22,True,True,1676316018
8e93d0da1ee6caadf21ed9575b5fa9da,Beach & Cardero,49.283298,-123.142288,1,20,2023-02-13T19:22:31.401000Z,0142,18,True,2,22,True,True,1676316145
9413725a5d3bb5ce2ad0682b07a3ffab,Georgia & Homer,49.280787,-123.115271,16,2,2023-02-13T19:22:31.405000Z,0305,1,True,1,18,True,True,1676315871
7ed043a19e6a4ece742fe747b663bdbf,Columbia & 5th,49.266476,-123.109389,4,14,2023-02-13T19:22:31.605000Z,0165,14,True,0,18,True,True,1676315994
ce5dccf5a0f190bb4567a2fd93e7971e,Haro & Denman,49.290587,-123.13625,4,14,2023-02-13T19:22:31.421000Z,0122,14,True,0,20,True,True,1676316139
844aa75af0d3235a86ff827c81395afd,Stanley Park - Prospect Point,49.312568,-123.144177,16,6,2023-02-13T19:22:31.504000Z,0100,5,True,1,22,True,True,1676316026
1d442ad1a71774c82688a45954e47bfd,Arbutus & 10th,49.262835,-123.152626,13,5,2023-02-13T19:22:31.613000Z,0075,5,True,0,18,True,True,1676315824
2781435bde344e1b64f1bebac6bc9008,Ontario & 16th,49.256825,-123.105234,10,4,2023-02-13T19:22:31.382000Z,0133,0,True,4,14,True,True,1676315939
e9b37f2d9b7b2e2e3ade73f13acb69b2,Richards & Davie,49.275683,-123.124388,8,6,2023-02-13T19:22:31.675000Z,0082,4,True,2,14,True,True,1676316120
fffd87607aaae16fbb1f71615cbe7d17,8th & Prince Edward,49.263518,-123.09568,11,6,2023-02-13T19:22:31.495000Z,0262,5,True,1,18,True,True,1676316083
da8b6e94f90ad41a3f8de10596992372,Jervis & Robson,49.28691,-123.128818,18,1,2023-02-13T19:22:31.708000Z,0310,1,True,0,20,True,True,1676315729
32f70f7ae14ba87523c6286a6c4d5c37,Smithe & Burrard,49.282503,-123.124697,12,8,2023-02-13T19:22:31.533000Z,0217,7,True,1,20,True,True,1676315948
df5ab349a7a85d4b10da4cc3ec65c607,Broughton & Davie,49.283749,-123.136133,18,1,2023-02-13T19:22:31.673000Z,0087,0,True,1,22,True,True,1676315983
e0318460138ffbf4692005d5b5a9f900,Cypress & 10th,49.262944,-123.148109,9,5,2023-02-13T19:22:31.590000Z,0068,5,True,0,14,True,True,1676315948
db51c556fe50ec1deefbc9697c70cb51,Granville Island,49.27029,-123.135025,7,13,2023-02-13T19:22:31.573000Z,0189,9,True,4,20,True,True,1676315728
58a026f0c506caec20697a4f90538450,McLean & Pender,49.280427,-123.074082,7,9,2023-02-13T19:22:31.700000Z,0225,5,True,4,16,True,True,1676315997
0e0aef6fabaa808b3a3cef24657257a4,Richards & Smithe,49.279259,-123.119145,16,2,2023-02-13T19:22:31.448000Z,0058,0,True,2,18,True,True,1676315867
90c746df94ce1a12f1f617acfe4a8ce3,Bute & Robson,49.285836,-123.127265,11,15,2023-02-13T19:22:31.387000Z,0036,13,True,2,26,True,True,1676316128
80b5c12ef21fd47275d37b2c9935249c,Trafalgar & Cornwall,49.272969,-123.164325,14,6,2023-02-13T19:22:31.588000Z,0460,6,True,0,20,True,True,1676316065
899f59a9994302e8e1e4be01117ef707,Alma & Point Grey,49.27247,-123.185643,20,4,2023-02-13T19:22:31.706000Z,0410,2,True,2,24,True,True,1676315587
8d2d5bb3b9142f781f2a7f441e6bad7a,Point Grey & Blenheim,49.271471,-123.17731,8,6,2023-02-13T19:22:31.482000Z,0440,6,True,0,14,True,True,1676315989
5de0fe55497681d4cc9dd25509cf51ab,Hastings & Broughton,49.290112,-123.127062,11,12,2023-02-13T19:22:31.383000Z,0035,12,True,0,24,True,True,1676315966
2681455ba2d97283998a806b14d3e95c,Yew & Broadway,49.263523,-123.155267,12,6,2023-02-13T19:22:31.705000Z,0484,4,True,2,18,True,True,1676316138
064a7b39b1dbc4bfc4cf8f454e360c57,8th & Macdonald,49.264928,-123.168068,15,7,2023-02-13T19:22:31.508000Z,0452,7,True,0,22,True,True,1676316064
9c1397c06e07bf74fc049f1a0872eea0,Balaclava & Broadway,49.264483,-123.173926,2,16,2023-02-13T19:22:31.479000Z,0444,14,True,2,18,True,True,1676315887
9763838317308a4766b83696986a157b,Dunbar & Broadway,49.264579,-123.18373,24,2,2023-02-13T19:22:31.707000Z,0415,1,True,1,26,True,True,1676316128
c64ee19c62a363019ddbaedf71df2882,Grandview & Commercial,49.263746,-123.069892,10,6,2023-02-13T19:22:31.626000Z,0254,4,True,2,16,True,True,1676316146
421516af381a11f54d07fc79be68d3d3,14th & Oak,49.258761,-123.127071,10,3,2023-02-13T19:22:31.475000Z,0202,3,True,0,14,True,True,1676316050
38f045e3f43f86eae42ca4c60257ade0,Wallace & 4th,49.268974,-123.190701,9,9,2023-02-13T19:22:31.662000Z,0401,8,True,1,18,True,True,1676315953
5ba6e9725b1b0ee8cd25df976e47726b,Balsam & Cornwall,49.273011,-123.159663,13,7,2023-02-13T19:22:31.610000Z,0470,7,True,0,20,True,True,1676316145
f90ed7ad754ec04b7852941a480a4c77,Balaclava & 6th,49.266924,-123.173849,8,8,2023-02-13T19:22:31.445000Z,0443,7,True,1,16,True,True,1676315595
abfaf72456a4828a22f5bf60d3a80777,Trafalgar & Broadway,49.264326,-123.164725,8,8,2023-02-13T19:22:31.380000Z,0464,8,True,0,16,True,True,1676316011
2ff7eb4230654603592ab1b0780ec5e1,Dunbar & 6th,49.266636,-123.183661,10,6,2023-02-13T19:22:31.707000Z,0414,4,True,2,16,True,True,1676315901
ea9485fcdce0611243474d000e4ad248,18th & Cambie,49.254818,-123.114785,20,4,2023-02-13T19:22:31.433000Z,0531,0,True,4,24,True,True,1676315985
671ce9e4a92063620f772d2c57f0f3ab,Blenheim & 4th,49.268837,-123.177633,18,6,2023-02-13T19:22:31.436000Z,0431,6,True,0,23,True,True,1676315756
41a55a7e2908fbbd65175b794d26bc8d,18th & Heather,49.255034,-123.120226,9,7,2023-02-13T19:22:31.524000Z,0511,7,True,0,16,True,True,1676316146
a59924f0ff3fb481a7bd8a5e9c36858f,Point Grey & Bayswater,49.271044,-123.170661,8,8,2023-02-13T19:22:31.557000Z,0450,4,True,4,16,True,True,1676315958
89a0b49a66e54a7639ad960962148a3e,20th & Main,49.252691,-123.101289,10,6,2023-02-13T19:22:31.438000Z,0561,5,True,1,16,True,True,1676315689
44fc3d58831a9f2b919c7a3a1838b74a,Station & Terminal,49.272172,-123.097978,10,8,2023-02-13T19:22:31.517000Z,0354,8,True,0,18,True,True,1676315619
d40db8c27c5bd409d57cfa846f73c378,Jericho Beach,49.271082,-123.191458,14,20,2023-02-13T19:22:31.659000Z,0400,19,True,1,34,True,True,1676316134
4990fe5772f3b73eebeec125b41e478e,Burrard & Drake,49.27808,-123.130557,19,5,2023-02-13T19:22:31.671000Z,0089,5,True,0,24,True,True,1676315982
bf96df77771ef0ed710d8e0e67917f45,Columbia & 1st,49.269969,-123.109623,9,13,2023-02-13T19:22:31.565000Z,0173,13,True,0,24,True,True,1676315885
e75e83499d3fa2e174dc2a8ffd238119,Davie & Beach,49.287528,-123.142139,3,27,2023-02-13T19:22:31.693000Z,0028,24,True,3,30,True,True,1676316103
0438114d2e6b96118de69bc9775bb21e,Morton & Denman,49.28803,-123.142135,20,6,2023-02-13T19:22:31.388000Z,0031,6,True,0,26,True,True,1676315865
07b13214cb69f2ec007d888450f3d6bc,13th & Cambie,49.259579,-123.114769,11,3,2023-02-13T19:22:31.710000Z,0311,1,True,2,14,True,True,1676315711
f5e8fa1fc4252bda2f93dd27ed2d603f,Nelson & Denman,49.2890705989865,-123.138407369468,2,15,2023-02-13T19:22:31.717000Z,0313,15,True,0,18,True,True,1676315944
c2a9c5d0e4578b928554c86f3d2c1162,Melville & Bute,49.287782,-123.12395,5,9,2023-02-13T19:22:31.537000Z,0190,9,True,0,14,True,True,1676316045
5f45325fdd6334a4c0d3b62853b19fa6,Seymour & Cordova,49.28512,-123.11242,0,19,2023-02-13T19:22:31.521000Z,0308,16,True,3,19,True,True,1676315240
085a0e120a08a80a58c0ae0ff9da565a,Arbutus & Nanton,49.247854,-123.153422,13,5,2023-02-13T19:22:31.601000Z,0480,2,True,3,18,True,True,1676316136
8d5f47f01d7ad668419dfe9b7fe69c9a,Yukon & 6th,49.265939,-123.1129,7,9,2023-02-13T19:22:31.563000Z,0171,3,True,6,18,True,True,1676315759
bede4b24dae115d4cd43d2e6cc9812cb,11th & Kingsway,49.261122,-123.097571,7,4,2023-02-13T19:22:31.557000Z,0179,2,True,2,16,True,True,1676316109
680b1ddfd50c4397b365c9c00f09b0d1,Wylie & 2nd,49.267725,-123.11311,11,6,2023-02-13T19:22:31.401000Z,0144,6,True,0,18,True,True,1676315943
b26f83e904f3a778466ebcd763b7316a,29th & Cambie,49.245135,-123.116098,11,9,2023-02-13T19:22:31.460000Z,0526,9,True,0,20,True,True,1676316082
6620c54bd6b3a79800b2b67e999b24d0,Rolston & Granville,49.274232,-123.129998,9,7,2023-02-13T19:22:31.715000Z,0314,7,True,0,16,True,True,1676315752
7f091b50fbbd892bf9fb869a64c47120,East Blvd & 37th,49.238105,-123.154966,11,9,2023-02-13T19:22:31.618000Z,0482,7,True,2,20,True,True,1676315891
57d39a680c9407cda0fb4de6d9c55138,28th & Willow,49.246243,-123.124373,10,10,2023-02-13T19:22:31.406000Z,0505,4,True,6,20,True,True,1676315782
97388f4e4ea102a30345524bda465f4e,Ontario & 23rd,49.249722,-123.104991,5,7,2023-02-13T19:22:31.719000Z,0554,5,True,2,12,True,True,1676315764
066ecc3584913fa035ec1417323beb80,30th & Ontario,49.243375,-123.104978,13,9,2023-02-13T19:22:31.658000Z,0557,9,True,0,22,True,True,1676315864
b530d04d393d71cffb8b8b07f4a82380,Franklin & Nanaimo,49.282087,-123.056909,13,7,2023-02-13T19:22:31.609000Z,0642,2,True,5,20,True,True,1676316055
06bdc4d55f34b2a491305534fd5defda,Lakewood & Triumph,49.283968,-123.061615,8,9,2023-02-13T19:22:31.589000Z,0631,9,True,0,16,True,True,1676315909
8e44a17d2fa446ca220b90c7063b42ca,Wall & Eton,49.287464,-123.060771,8,10,2023-02-13T19:22:31.437000Z,0611,9,True,1,18,True,True,1676316068
7c17f51469f1a7145455f65ef6afbd87,Lakewood & Oxford,49.285575,-123.061575,9,9,2023-02-13T19:22:31.562000Z,0621,6,True,3,18,True,True,1676316108
e1432b72df561a1df34290679ec9c773,22nd & Cambie,49.251358,-123.115637,8,6,2023-02-13T19:22:31.434000Z,0532,3,True,3,14,True,True,1676316079
549f00f6039e8bb702a00dcca08a8ed0,King Edward & Cambie,49.249184,-123.116141,9,8,2023-02-13T19:22:31.461000Z,0524,3,True,5,18,True,True,1676315738
d8c4fe5e09b6f010fbaa85cc7302d66b,Heather & 29th,49.245535,-123.120496,11,11,2023-02-13T19:22:31.519000Z,0516,9,True,2,22,True,True,1676315757
0c42f45e4a14957ad4a6d521d0ba8bc3,Cardero & Robson,49.289255,-123.132677,10,16,2023-02-13T19:22:31.428000Z,0041,16,True,0,26,True,True,1676316054
62a202eb98c0a4b09ba6746f5ee94ab3,Commercial & 20th,49.252656,-123.067965,17,0,2023-02-13T19:22:31.516000Z,0352,0,True,0,20,True,True,1676315899
a6c6df138cbc97b9f81e7ffbbebdde6f,Hornby & Drake,49.277527,-123.129464,21,2,2023-02-13T19:22:31.540000Z,0196,2,True,0,24,True,True,1676316133
04f64fde5ba1ebde8ad78c74914adb34,Burrard & 14th,49.259469,-123.145718,11,7,2023-02-13T19:22:31.527000Z,0210,5,True,2,18,True,True,1676316035
