station_id,station_name,latitude,longitude,empty_slots,free_bikes,timestamp,extra.uid,extra.normal_bikes,extra.has_ebikes,extra.ebikes,extra.slots,extra.renting,extra.returning,extra.last_updated
be14efdc86dedd6a8cd338e78ab4e7c7,Bidwell & Burnaby,49.28526,-123.141809,7,19,2023-02-13T19:22:31.587000Z,0060,19,True,0,26,True,True,1676316065
6ddeafa873279951630a00191333c45d,Robson & Granville,49.281506,-123.120101,17,13,2023-02-13T19:22:31.585000Z,0063,10,True,3,30,True,True,1676315880
c7b5bec0b2f4ab9a2d3f9d837725620c,Expo & Smithe,49.276115,-123.114496,8,6,2023-02-13T19:22:31.574000Z,0064,5,True,1,14,True,True,1676315880
b9fd847d53fe45658fee4c46e7f562b8,Cypress & Cornwall,49.272827,-123.147744,12,10,2023-02-13T19:22:31.575000Z,0065,10,True,0,22,True,True,1676315931
c2be5403b1c101e8032cf6696457200e,Anderson & 2nd,49.269361,-123.13782,13,15,2023-02-13T19:22:31.574000Z,0066,15,True,0,28,True,True,1676316108
71c064fa93cab5f0b7306e6c923b77c4,7th & Granville,49.2653,-123.13811,3,12,2023-02-13T19:22:31.591000Z,0069,12,True,0,14,True,True,1676316090
96bf713e60bc35cc2feb5fd53a4f3471,10th & Granville,49.262598,-123.138921,11,3,2023-02-13T19:22:31.611000Z,0070,1,True,2,14,True,True,1676315565
8dc684732a2a25bdf63ec0ecccee4e6e,14th & Granville,49.25894,-123.139272,5,9,2023-02-13T19:22:31.610000Z,0071,5,True,4,14,True,True,1676315727
686c0fdb962e26e274d81fc286c010dd,14th & Cambie,49.258763,-123.115392,9,5,2023-02-13T19:22:31.613000Z,0072,3,True,2,14,True,True,1676316029
0cf6cd1809fa7f510812f5b052f578c4,Ontario & 5th,49.266724,-123.104824,7,14,2023-02-13T19:22:31.612000Z,0073,12,True,2,20,True,True,1676315973
