POI_category_name,POI_category_ID,station_id,station_name,fsq_id,POI_name,distance,timezone,link,categories_id,categories_name,categories_icon.prefix,categories_icon.suffix
EV Charging Station,19006,90c746df94ce1a12f1f617acfe4a8ce3,Bute & Robson,cd6a5cb19a7c4ab43aae0a0a,Lucid Motors,742,,/v3/places/cd6a5cb19a7c4ab43aae0a0a,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,5de0fe55497681d4cc9dd25509cf51ab,Hastings & Broughton,5b9d8e07f00a70002c36745e,Tesla Supercharger,947,America/Vancouver,/v3/places/5b9d8e07f00a70002c36745e,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,5de0fe55497681d4cc9dd25509cf51ab,Hastings & Broughton,a64ba6ed6b0057b1e68f5173,Electric Charging Station,687,,/v3/places/a64ba6ed6b0057b1e68f5173,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,4990fe5772f3b73eebeec125b41e478e,Burrard & Drake,c19d6e727d27af219fa6f680,Tesla Supercharger,863,,/v3/places/c19d6e727d27af219fa6f680,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,4990fe5772f3b73eebeec125b41e478e,Burrard & Drake,a64ba6ed6b0057b1e68f5173,Electric Charging Station,963,,/v3/places/a64ba6ed6b0057b1e68f5173,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,c2a9c5d0e4578b928554c86f3d2c1162,Melville & Bute,5b9d8e07f00a70002c36745e,Tesla Supercharger,680,America/Vancouver,/v3/places/5b9d8e07f00a70002c36745e,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,c2a9c5d0e4578b928554c86f3d2c1162,Melville & Bute,a64ba6ed6b0057b1e68f5173,Electric Charging Station,354,,/v3/places/a64ba6ed6b0057b1e68f5173,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,c2a9c5d0e4578b928554c86f3d2c1162,Melville & Bute,cd6a5cb19a7c4ab43aae0a0a,Lucid Motors,659,,/v3/places/cd6a5cb19a7c4ab43aae0a0a,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,c2a9c5d0e4578b928554c86f3d2c1162,Melville & Bute,c19d6e727d27af219fa6f680,Tesla Supercharger,702,,/v3/places/c19d6e727d27af219fa6f680,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,5f45325fdd6334a4c0d3b62853b19fa6,Seymour & Cordova,5b9d8e07f00a70002c36745e,Tesla Supercharger,316,America/Vancouver,/v3/places/5b9d8e07f00a70002c36745e,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,5f45325fdd6334a4c0d3b62853b19fa6,Seymour & Cordova,cd6a5cb19a7c4ab43aae0a0a,Lucid Motors,423,,/v3/places/cd6a5cb19a7c4ab43aae0a0a,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,5f45325fdd6334a4c0d3b62853b19fa6,Seymour & Cordova,c19d6e727d27af219fa6f680,Tesla Supercharger,667,,/v3/places/c19d6e727d27af219fa6f680,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,5f45325fdd6334a4c0d3b62853b19fa6,Seymour & Cordova,a64ba6ed6b0057b1e68f5173,Electric Charging Station,708,,/v3/places/a64ba6ed6b0057b1e68f5173,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,0c42f45e4a14957ad4a6d521d0ba8bc3,Cardero & Robson,a64ba6ed6b0057b1e68f5173,Electric Charging Station,907,,/v3/places/a64ba6ed6b0057b1e68f5173,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,a6c6df138cbc97b9f81e7ffbbebdde6f,Hornby & Drake,c19d6e727d27af219fa6f680,Tesla Supercharger,830,,/v3/places/c19d6e727d27af219fa6f680,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
EV Charging Station,19006,a6c6df138cbc97b9f81e7ffbbebdde6f,Hornby & Drake,a64ba6ed6b0057b1e68f5173,Electric Charging Station,966,,/v3/places/a64ba6ed6b0057b1e68f5173,19006.0,Electric Vehicle Charging Station,https://ss3.4sqi.net/img/categories_v2/shops/automotive_,.png
